pdf,page,variant,doc_id,orig_page
data/perturbed/dpi100/a_share_annual_older_688152_2025-04-29_p243.png,1,dpi100,a_share_annual_older_688152_2025-04-29,243
data/perturbed/jpeg30/a_share_annual_older_688152_2025-04-29_p243.jpg,1,jpeg30,a_share_annual_older_688152_2025-04-29,243
data/perturbed/rot2/a_share_annual_older_688152_2025-04-29_p243.png,1,rot2,a_share_annual_older_688152_2025-04-29,243
data/perturbed/photocopy/a_share_annual_older_688152_2025-04-29_p243.png,1,photocopy,a_share_annual_older_688152_2025-04-29,243
data/perturbed/dpi150/a_share_interim_new_600337_2026-08-30_p46.png,1,dpi150,a_share_interim_new_600337_2026-08-30,46
data/perturbed/dpi100/a_share_interim_new_600337_2026-08-30_p46.png,1,dpi100,a_share_interim_new_600337_2026-08-30,46
data/perturbed/jpeg30/a_share_interim_new_600337_2026-08-30_p46.jpg,1,jpeg30,a_share_interim_new_600337_2026-08-30,46
data/perturbed/rot2/a_share_interim_new_600337_2026-08-30_p46.png,1,rot2,a_share_interim_new_600337_2026-08-30,46
data/perturbed/photocopy/a_share_interim_new_600337_2026-08-30_p46.png,1,photocopy,a_share_interim_new_600337_2026-08-30,46
data/perturbed/dpi150/a_share_interim_new_600337_2026-08-30_p48.png,1,dpi150,a_share_interim_new_600337_2026-08-30,48
data/perturbed/dpi100/a_share_interim_new_600337_2026-08-30_p48.png,1,dpi100,a_share_interim_new_600337_2026-08-30,48
data/perturbed/jpeg30/a_share_interim_new_600337_2026-08-30_p48.jpg,1,jpeg30,a_share_interim_new_600337_2026-08-30,48
data/perturbed/rot2/a_share_interim_new_600337_2026-08-30_p48.png,1,rot2,a_share_interim_new_600337_2026-08-30,48
data/perturbed/photocopy/a_share_interim_new_600337_2026-08-30_p48.png,1,photocopy,a_share_interim_new_600337_2026-08-30,48
data/perturbed/dpi150/a_share_interim_new_600809_2026-08-30_p25.png,1,dpi150,a_share_interim_new_600809_2026-08-30,25
data/perturbed/dpi100/a_share_interim_new_600809_2026-08-30_p25.png,1,dpi100,a_share_interim_new_600809_2026-08-30,25
data/perturbed/jpeg30/a_share_interim_new_600809_2026-08-30_p25.jpg,1,jpeg30,a_share_interim_new_600809_2026-08-30,25
data/perturbed/rot2/a_share_interim_new_600809_2026-08-30_p25.png,1,rot2,a_share_interim_new_600809_2026-08-30,25
data/perturbed/photocopy/a_share_interim_new_600809_2026-08-30_p25.png,1,photocopy,a_share_interim_new_600809_2026-08-30,25
data/perturbed/dpi150/a_share_interim_old_688515_2025-08-29_p178.png,1,dpi150,a_share_interim_old_688515_2025-08-29,178
data/perturbed/dpi100/a_share_interim_old_688515_2025-08-29_p178.png,1,dpi100,a_share_interim_old_688515_2025-08-29,178
data/perturbed/jpeg30/a_share_interim_old_688515_2025-08-29_p178.jpg,1,jpeg30,a_share_interim_old_688515_2025-08-29,178
data/perturbed/rot2/a_share_interim_old_688515_2025-08-29_p178.png,1,rot2,a_share_interim_old_688515_2025-08-29,178
data/perturbed/photocopy/a_share_interim_old_688515_2025-08-29_p178.png,1,photocopy,a_share_interim_old_688515_2025-08-29,178
data/perturbed/dpi150/a_share_interim_old_839680_2025-08-30_p9.png,1,dpi150,a_share_interim_old_839680_2025-08-30,9
data/perturbed/dpi100/a_share_interim_old_839680_2025-08-30_p9.png,1,dpi100,a_share_interim_old_839680_2025-08-30,9
data/perturbed/jpeg30/a_share_interim_old_839680_2025-08-30_p9.jpg,1,jpeg30,a_share_interim_old_839680_2025-08-30,9
data/perturbed/rot2/a_share_interim_old_839680_2025-08-30_p9.png,1,rot2,a_share_interim_old_839680_2025-08-30,9
data/perturbed/photocopy/a_share_interim_old_839680_2025-08-30_p9.png,1,photocopy,a_share_interim_old_839680_2025-08-30,9
data/perturbed/dpi150/a_share_interim_old_839680_2025-08-30_p10.png,1,dpi150,a_share_interim_old_839680_2025-08-30,10
data/perturbed/dpi100/a_share_interim_old_839680_2025-08-30_p10.png,1,dpi100,a_share_interim_old_839680_2025-08-30,10
data/perturbed/jpeg30/a_share_interim_old_839680_2025-08-30_p10.jpg,1,jpeg30,a_share_interim_old_839680_2025-08-30,10
data/perturbed/rot2/a_share_interim_old_839680_2025-08-30_p10.png,1,rot2,a_share_interim_old_839680_2025-08-30,10
data/perturbed/photocopy/a_share_interim_old_839680_2025-08-30_p10.png,1,photocopy,a_share_interim_old_839680_2025-08-30,10
data/perturbed/dpi150/a_share_notice_new_603390_2026-09-18_p4.png,1,dpi150,a_share_notice_new_603390_2026-09-18,4
data/perturbed/dpi100/a_share_notice_new_603390_2026-09-18_p4.png,1,dpi100,a_share_notice_new_603390_2026-09-18,4
data/perturbed/jpeg30/a_share_notice_new_603390_2026-09-18_p4.jpg,1,jpeg30,a_share_notice_new_603390_2026-09-18,4
data/perturbed/rot2/a_share_notice_new_603390_2026-09-18_p4.png,1,rot2,a_share_notice_new_603390_2026-09-18,4
data/perturbed/photocopy/a_share_notice_new_603390_2026-09-18_p4.png,1,photocopy,a_share_notice_new_603390_2026-09-18,4
data/perturbed/dpi150/a_share_notice_new_688692_2026-09-18_p1.png,1,dpi150,a_share_notice_new_688692_2026-09-18,1
data/perturbed/dpi100/a_share_notice_new_688692_2026-09-18_p1.png,1,dpi100,a_share_notice_new_688692_2026-09-18,1
data/perturbed/jpeg30/a_share_notice_new_688692_2026-09-18_p1.jpg,1,jpeg30,a_share_notice_new_688692_2026-09-18,1
data/perturbed/rot2/a_share_notice_new_688692_2026-09-18_p1.png,1,rot2,a_share_notice_new_688692_2026-09-18,1
data/perturbed/photocopy/a_share_notice_new_688692_2026-09-18_p1.png,1,photocopy,a_share_notice_new_688692_2026-09-18,1
data/perturbed/dpi150/a_share_notice_old_000680_2025-09-19_p3.png,1,dpi150,a_share_notice_old_000680_2025-09-19,3
data/perturbed/dpi100/a_share_notice_old_000680_2025-09-19_p3.png,1,dpi100,a_share_notice_old_000680_2025-09-19,3
data/perturbed/jpeg30/a_share_notice_old_000680_2025-09-19_p3.jpg,1,jpeg30,a_share_notice_old_000680_2025-09-19,3
data/perturbed/rot2/a_share_notice_old_000680_2025-09-19_p3.png,1,rot2,a_share_notice_old_000680_2025-09-19,3
data/perturbed/photocopy/a_share_notice_old_000680_2025-09-19_p3.png,1,photocopy,a_share_notice_old_000680_2025-09-19,3
data/perturbed/dpi150/a_share_notice_old_001323_2025-09-19_p1.png,1,dpi150,a_share_notice_old_001323_2025-09-19,1
data/perturbed/dpi100/a_share_notice_old_001323_2025-09-19_p1.png,1,dpi100,a_share_notice_old_001323_2025-09-19,1
data/perturbed/jpeg30/a_share_notice_old_001323_2025-09-19_p1.jpg,1,jpeg30,a_share_notice_old_001323_2025-09-19,1
data/perturbed/rot2/a_share_notice_old_001323_2025-09-19_p1.png,1,rot2,a_share_notice_old_001323_2025-09-19,1
data/perturbed/photocopy/a_share_notice_old_001323_2025-09-19_p1.png,1,photocopy,a_share_notice_old_001323_2025-09-19,1
data/perturbed/dpi150/a_share_notice_old_001323_2025-09-19_p4.png,1,dpi150,a_share_notice_old_001323_2025-09-19,4
data/perturbed/dpi100/a_share_notice_old_001323_2025-09-19_p4.png,1,dpi100,a_share_notice_old_001323_2025-09-19,4
data/perturbed/jpeg30/a_share_notice_old_001323_2025-09-19_p4.jpg,1,jpeg30,a_share_notice_old_001323_2025-09-19,4
data/perturbed/rot2/a_share_notice_old_001323_2025-09-19_p4.png,1,rot2,a_share_notice_old_001323_2025-09-19,4
data/perturbed/photocopy/a_share_notice_old_001323_2025-09-19_p4.png,1,photocopy,a_share_notice_old_001323_2025-09-19,4
data/perturbed/dpi150/a_share_notice_old_301076_2025-09-19_p3.png,1,dpi150,a_share_notice_old_301076_2025-09-19,3
data/perturbed/dpi100/a_share_notice_old_301076_2025-09-19_p3.png,1,dpi100,a_share_notice_old_301076_2025-09-19,3
data/perturbed/jpeg30/a_share_notice_old_301076_2025-09-19_p3.jpg,1,jpeg30,a_share_notice_old_301076_2025-09-19,3
data/perturbed/rot2/a_share_notice_old_301076_2025-09-19_p3.png,1,rot2,a_share_notice_old_301076_2025-09-19,3
data/perturbed/photocopy/a_share_notice_old_301076_2025-09-19_p3.png,1,photocopy,a_share_notice_old_301076_2025-09-19,3
data/perturbed/dpi150/hk_annual_new_00159_2026-09-16_p107.png,1,dpi150,hk_annual_new_00159_2026-09-16,107
data/perturbed/dpi100/hk_annual_new_00159_2026-09-16_p107.png,1,dpi100,hk_annual_new_00159_2026-09-16,107
data/perturbed/jpeg30/hk_annual_new_00159_2026-09-16_p107.jpg,1,jpeg30,hk_annual_new_00159_2026-09-16,107
data/perturbed/rot2/hk_annual_new_00159_2026-09-16_p107.png,1,rot2,hk_annual_new_00159_2026-09-16,107
data/perturbed/photocopy/hk_annual_new_00159_2026-09-16_p107.png,1,photocopy,hk_annual_new_00159_2026-09-16,107
data/perturbed/dpi150/hk_annual_new_01797_2026-09-15_p232.png,1,dpi150,hk_annual_new_01797_2026-09-15,232
data/perturbed/dpi100/hk_annual_new_01797_2026-09-15_p232.png,1,dpi100,hk_annual_new_01797_2026-09-15,232
data/perturbed/jpeg30/hk_annual_new_01797_2026-09-15_p232.jpg,1,jpeg30,hk_annual_new_01797_2026-09-15,232
data/perturbed/rot2/hk_annual_new_01797_2026-09-15_p232.png,1,rot2,hk_annual_new_01797_2026-09-15,232
data/perturbed/photocopy/hk_annual_new_01797_2026-09-15_p232.png,1,photocopy,hk_annual_new_01797_2026-09-15,232
data/perturbed/dpi150/hk_annual_new_01797_2026-09-15_p241.png,1,dpi150,hk_annual_new_01797_2026-09-15,241
data/perturbed/dpi100/hk_annual_new_01797_2026-09-15_p241.png,1,dpi100,hk_annual_new_01797_2026-09-15,241
data/perturbed/jpeg30/hk_annual_new_01797_2026-09-15_p241.jpg,1,jpeg30,hk_annual_new_01797_2026-09-15,241
data/perturbed/rot2/hk_annual_new_01797_2026-09-15_p241.png,1,rot2,hk_annual_new_01797_2026-09-15,241
data/perturbed/photocopy/hk_annual_new_01797_2026-09-15_p241.png,1,photocopy,hk_annual_new_01797_2026-09-15,241
data/perturbed/dpi150/hk_annual_new_03306_2026-09-09_p112.png,1,dpi150,hk_annual_new_03306_2026-09-09,112
data/perturbed/dpi100/hk_annual_new_03306_2026-09-09_p112.png,1,dpi100,hk_annual_new_03306_2026-09-09,112
data/perturbed/jpeg30/hk_annual_new_03306_2026-09-09_p112.jpg,1,jpeg30,hk_annual_new_03306_2026-09-09,112
data/perturbed/rot2/hk_annual_new_03306_2026-09-09_p112.png,1,rot2,hk_annual_new_03306_2026-09-09,112
data/perturbed/photocopy/hk_annual_new_03306_2026-09-09_p112.png,1,photocopy,hk_annual_new_03306_2026-09-09,112
data/perturbed/dpi150/hk_annual_new_08067_2026-09-18_p128.png,1,dpi150,hk_annual_new_08067_2026-09-18,128
data/perturbed/dpi100/hk_annual_new_08067_2026-09-18_p128.png,1,dpi100,hk_annual_new_08067_2026-09-18,128
data/perturbed/jpeg30/hk_annual_new_08067_2026-09-18_p128.jpg,1,jpeg30,hk_annual_new_08067_2026-09-18,128
data/perturbed/rot2/hk_annual_new_08067_2026-09-18_p128.png,1,rot2,hk_annual_new_08067_2026-09-18,128
data/perturbed/photocopy/hk_annual_new_08067_2026-09-18_p128.png,1,photocopy,hk_annual_new_08067_2026-09-18,128
data/perturbed/dpi150/hk_annual_old_01797_2025-09-17_p241.png,1,dpi150,hk_annual_old_01797_2025-09-17,241
data/perturbed/dpi100/hk_annual_old_01797_2025-09-17_p241.png,1,dpi100,hk_annual_old_01797_2025-09-17,241
data/perturbed/jpeg30/hk_annual_old_01797_2025-09-17_p241.jpg,1,jpeg30,hk_annual_old_01797_2025-09-17,241
data/perturbed/rot2/hk_annual_old_01797_2025-09-17_p241.png,1,rot2,hk_annual_old_01797_2025-09-17,241
data/perturbed/photocopy/hk_annual_old_01797_2025-09-17_p241.png,1,photocopy,hk_annual_old_01797_2025-09-17,241
data/perturbed/dpi150/hk_interim_new_02105_2026-09-18_p2.png,1,dpi150,hk_interim_new_02105_2026-09-18,2
data/perturbed/dpi100/hk_interim_new_02105_2026-09-18_p2.png,1,dpi100,hk_interim_new_02105_2026-09-18,2
data/perturbed/jpeg30/hk_interim_new_02105_2026-09-18_p2.jpg,1,jpeg30,hk_interim_new_02105_2026-09-18,2
data/perturbed/rot2/hk_interim_new_02105_2026-09-18_p2.png,1,rot2,hk_interim_new_02105_2026-09-18,2
data/perturbed/photocopy/hk_interim_new_02105_2026-09-18_p2.png,1,photocopy,hk_interim_new_02105_2026-09-18,2
data/perturbed/dpi150/hk_interim_new_02105_2026-09-18_p52.png,1,dpi150,hk_interim_new_02105_2026-09-18,52
data/perturbed/dpi100/hk_interim_new_02105_2026-09-18_p52.png,1,dpi100,hk_interim_new_02105_2026-09-18,52
data/perturbed/jpeg30/hk_interim_new_02105_2026-09-18_p52.jpg,1,jpeg30,hk_interim_new_02105_2026-09-18,52
data/perturbed/rot2/hk_interim_new_02105_2026-09-18_p52.png,1,rot2,hk_interim_new_02105_2026-09-18,52
data/perturbed/photocopy/hk_interim_new_02105_2026-09-18_p52.png,1,photocopy,hk_interim_new_02105_2026-09-18,52
data/perturbed/dpi150/hk_interim_new_02508_2026-09-20_p47.png,1,dpi150,hk_interim_new_02508_2026-09-20,47
data/perturbed/dpi100/hk_interim_new_02508_2026-09-20_p47.png,1,dpi100,hk_interim_new_02508_2026-09-20,47
data/perturbed/jpeg30/hk_interim_new_02508_2026-09-20_p47.jpg,1,jpeg30,hk_interim_new_02508_2026-09-20,47
data/perturbed/rot2/hk_interim_new_02508_2026-09-20_p47.png,1,rot2,hk_interim_new_02508_2026-09-20,47
data/perturbed/photocopy/hk_interim_new_02508_2026-09-20_p47.png,1,photocopy,hk_interim_new_02508_2026-09-20,47
data/perturbed/dpi150/hk_interim_new_02508_2026-09-20_p48.png,1,dpi150,hk_interim_new_02508_2026-09-20,48
data/perturbed/dpi100/hk_interim_new_02508_2026-09-20_p48.png,1,dpi100,hk_interim_new_02508_2026-09-20,48
data/perturbed/jpeg30/hk_interim_new_02508_2026-09-20_p48.jpg,1,jpeg30,hk_interim_new_02508_2026-09-20,48
data/perturbed/rot2/hk_interim_new_02508_2026-09-20_p48.png,1,rot2,hk_interim_new_02508_2026-09-20,48
data/perturbed/photocopy/hk_interim_new_02508_2026-09-20_p48.png,1,photocopy,hk_interim_new_02508_2026-09-20,48
data/perturbed/dpi150/hk_interim_new_06675_2026-09-18_p2.png,1,dpi150,hk_interim_new_06675_2026-09-18,2
data/perturbed/dpi100/hk_interim_new_06675_2026-09-18_p2.png,1,dpi100,hk_interim_new_06675_2026-09-18,2
data/perturbed/jpeg30/hk_interim_new_06675_2026-09-18_p2.jpg,1,jpeg30,hk_interim_new_06675_2026-09-18,2
data/perturbed/rot2/hk_interim_new_06675_2026-09-18_p2.png,1,rot2,hk_interim_new_06675_2026-09-18,2
data/perturbed/photocopy/hk_interim_new_06675_2026-09-18_p2.png,1,photocopy,hk_interim_new_06675_2026-09-18,2
data/perturbed/dpi150/hk_interim_old_01003_2025-09-19_p21.png,1,dpi150,hk_interim_old_01003_2025-09-19,21
data/perturbed/dpi100/hk_interim_old_01003_2025-09-19_p21.png,1,dpi100,hk_interim_old_01003_2025-09-19,21
data/perturbed/jpeg30/hk_interim_old_01003_2025-09-19_p21.jpg,1,jpeg30,hk_interim_old_01003_2025-09-19,21
data/perturbed/rot2/hk_interim_old_01003_2025-09-19_p21.png,1,rot2,hk_interim_old_01003_2025-09-19,21
data/perturbed/photocopy/hk_interim_old_01003_2025-09-19_p21.png,1,photocopy,hk_interim_old_01003_2025-09-19,21
data/perturbed/dpi150/hk_kyc_new_06199_2026-09-20_p1.png,1,dpi150,hk_kyc_new_06199_2026-09-20,1
data/perturbed/dpi100/hk_kyc_new_06199_2026-09-20_p1.png,1,dpi100,hk_kyc_new_06199_2026-09-20,1
data/perturbed/jpeg30/hk_kyc_new_06199_2026-09-20_p1.jpg,1,jpeg30,hk_kyc_new_06199_2026-09-20,1
data/perturbed/rot2/hk_kyc_new_06199_2026-09-20_p1.png,1,rot2,hk_kyc_new_06199_2026-09-20,1
data/perturbed/photocopy/hk_kyc_new_06199_2026-09-20_p1.png,1,photocopy,hk_kyc_new_06199_2026-09-20,1
data/perturbed/dpi150/hk_kyc_new_09699_2026-09-18_p2.png,1,dpi150,hk_kyc_new_09699_2026-09-18,2
data/perturbed/dpi100/hk_kyc_new_09699_2026-09-18_p2.png,1,dpi100,hk_kyc_new_09699_2026-09-18,2
data/perturbed/jpeg30/hk_kyc_new_09699_2026-09-18_p2.jpg,1,jpeg30,hk_kyc_new_09699_2026-09-18,2
data/perturbed/rot2/hk_kyc_new_09699_2026-09-18_p2.png,1,rot2,hk_kyc_new_09699_2026-09-18,2
data/perturbed/photocopy/hk_kyc_new_09699_2026-09-18_p2.png,1,photocopy,hk_kyc_new_09699_2026-09-18,2
data/perturbed/dpi150/hk_kyc_new_09982_2026-09-18_p2.png,1,dpi150,hk_kyc_new_09982_2026-09-18,2
data/perturbed/dpi100/hk_kyc_new_09982_2026-09-18_p2.png,1,dpi100,hk_kyc_new_09982_2026-09-18,2
data/perturbed/jpeg30/hk_kyc_new_09982_2026-09-18_p2.jpg,1,jpeg30,hk_kyc_new_09982_2026-09-18,2
data/perturbed/rot2/hk_kyc_new_09982_2026-09-18_p2.png,1,rot2,hk_kyc_new_09982_2026-09-18,2
data/perturbed/photocopy/hk_kyc_new_09982_2026-09-18_p2.png,1,photocopy,hk_kyc_new_09982_2026-09-18,2
data/perturbed/dpi150/hk_kyc_old_00347_2025-09-19_p1.png,1,dpi150,hk_kyc_old_00347_2025-09-19,1
data/perturbed/dpi100/hk_kyc_old_00347_2025-09-19_p1.png,1,dpi100,hk_kyc_old_00347_2025-09-19,1
data/perturbed/jpeg30/hk_kyc_old_00347_2025-09-19_p1.jpg,1,jpeg30,hk_kyc_old_00347_2025-09-19,1
data/perturbed/rot2/hk_kyc_old_00347_2025-09-19_p1.png,1,rot2,hk_kyc_old_00347_2025-09-19,1
data/perturbed/photocopy/hk_kyc_old_00347_2025-09-19_p1.png,1,photocopy,hk_kyc_old_00347_2025-09-19,1
data/perturbed/dpi150/hk_kyc_old_00472_2025-09-19_p1.png,1,dpi150,hk_kyc_old_00472_2025-09-19,1
data/perturbed/dpi100/hk_kyc_old_00472_2025-09-19_p1.png,1,dpi100,hk_kyc_old_00472_2025-09-19,1
data/perturbed/jpeg30/hk_kyc_old_00472_2025-09-19_p1.jpg,1,jpeg30,hk_kyc_old_00472_2025-09-19,1
data/perturbed/rot2/hk_kyc_old_00472_2025-09-19_p1.png,1,rot2,hk_kyc_old_00472_2025-09-19,1
data/perturbed/photocopy/hk_kyc_old_00472_2025-09-19_p1.png,1,photocopy,hk_kyc_old_00472_2025-09-19,1
data/perturbed/dpi150/hk_kyc_old_01661_2025-09-19_p2.png,1,dpi150,hk_kyc_old_01661_2025-09-19,2
data/perturbed/dpi100/hk_kyc_old_01661_2025-09-19_p2.png,1,dpi100,hk_kyc_old_01661_2025-09-19,2
data/perturbed/jpeg30/hk_kyc_old_01661_2025-09-19_p2.jpg,1,jpeg30,hk_kyc_old_01661_2025-09-19,2
data/perturbed/rot2/hk_kyc_old_01661_2025-09-19_p2.png,1,rot2,hk_kyc_old_01661_2025-09-19,2
data/perturbed/photocopy/hk_kyc_old_01661_2025-09-19_p2.png,1,photocopy,hk_kyc_old_01661_2025-09-19,2
data/perturbed/dpi150/hk_prospectus_new_03516_2026-09-18_p5.png,1,dpi150,hk_prospectus_new_03516_2026-09-18,5
data/perturbed/dpi100/hk_prospectus_new_03516_2026-09-18_p5.png,1,dpi100,hk_prospectus_new_03516_2026-09-18,5
data/perturbed/jpeg30/hk_prospectus_new_03516_2026-09-18_p5.jpg,1,jpeg30,hk_prospectus_new_03516_2026-09-18,5
data/perturbed/rot2/hk_prospectus_new_03516_2026-09-18_p5.png,1,rot2,hk_prospectus_new_03516_2026-09-18,5
data/perturbed/photocopy/hk_prospectus_new_03516_2026-09-18_p5.png,1,photocopy,hk_prospectus_new_03516_2026-09-18,5
data/perturbed/dpi150/hk_prospectus_new_03516_2026-09-18_p131.png,1,dpi150,hk_prospectus_new_03516_2026-09-18,131
data/perturbed/dpi100/hk_prospectus_new_03516_2026-09-18_p131.png,1,dpi100,hk_prospectus_new_03516_2026-09-18,131
data/perturbed/jpeg30/hk_prospectus_new_03516_2026-09-18_p131.jpg,1,jpeg30,hk_prospectus_new_03516_2026-09-18,131
data/perturbed/rot2/hk_prospectus_new_03516_2026-09-18_p131.png,1,rot2,hk_prospectus_new_03516_2026-09-18,131
data/perturbed/photocopy/hk_prospectus_new_03516_2026-09-18_p131.png,1,photocopy,hk_prospectus_new_03516_2026-09-18,131
data/perturbed/dpi150/hk_prospectus_old_03132_2025-08-15_p54.png,1,dpi150,hk_prospectus_old_03132_2025-08-15,54
data/perturbed/dpi100/hk_prospectus_old_03132_2025-08-15_p54.png,1,dpi100,hk_prospectus_old_03132_2025-08-15,54
data/perturbed/jpeg30/hk_prospectus_old_03132_2025-08-15_p54.jpg,1,jpeg30,hk_prospectus_old_03132_2025-08-15,54
data/perturbed/rot2/hk_prospectus_old_03132_2025-08-15_p54.png,1,rot2,hk_prospectus_old_03132_2025-08-15,54
data/perturbed/photocopy/hk_prospectus_old_03132_2025-08-15_p54.png,1,photocopy,hk_prospectus_old_03132_2025-08-15,54
data/perturbed/dpi150/hk_prospectus_old_03423_2025-08-27_p5.png,1,dpi150,hk_prospectus_old_03423_2025-08-27,5
data/perturbed/dpi100/hk_prospectus_old_03423_2025-08-27_p5.png,1,dpi100,hk_prospectus_old_03423_2025-08-27,5
data/perturbed/jpeg30/hk_prospectus_old_03423_2025-08-27_p5.jpg,1,jpeg30,hk_prospectus_old_03423_2025-08-27,5
data/perturbed/rot2/hk_prospectus_old_03423_2025-08-27_p5.png,1,rot2,hk_prospectus_old_03423_2025-08-27,5
data/perturbed/photocopy/hk_prospectus_old_03423_2025-08-27_p5.png,1,photocopy,hk_prospectus_old_03423_2025-08-27,5
data/perturbed/dpi150/hk_prospectus_old_03423_2025-08-27_p75.png,1,dpi150,hk_prospectus_old_03423_2025-08-27,75
data/perturbed/dpi100/hk_prospectus_old_03423_2025-08-27_p75.png,1,dpi100,hk_prospectus_old_03423_2025-08-27,75
data/perturbed/jpeg30/hk_prospectus_old_03423_2025-08-27_p75.jpg,1,jpeg30,hk_prospectus_old_03423_2025-08-27,75
data/perturbed/rot2/hk_prospectus_old_03423_2025-08-27_p75.png,1,rot2,hk_prospectus_old_03423_2025-08-27,75
data/perturbed/photocopy/hk_prospectus_old_03423_2025-08-27_p75.png,1,photocopy,hk_prospectus_old_03423_2025-08-27,75
data/perturbed/dpi150/hk_prospectus_old_03423_2025-08-27_p127.png,1,dpi150,hk_prospectus_old_03423_2025-08-27,127
data/perturbed/dpi100/hk_prospectus_old_03423_2025-08-27_p127.png,1,dpi100,hk_prospectus_old_03423_2025-08-27,127
data/perturbed/jpeg30/hk_prospectus_old_03423_2025-08-27_p127.jpg,1,jpeg30,hk_prospectus_old_03423_2025-08-27,127
data/perturbed/rot2/hk_prospectus_old_03423_2025-08-27_p127.png,1,rot2,hk_prospectus_old_03423_2025-08-27,127
data/perturbed/photocopy/hk_prospectus_old_03423_2025-08-27_p127.png,1,photocopy,hk_prospectus_old_03423_2025-08-27,127
